station,system,subsystem,schedule_name,total_pm,on_time,late,avg_days_late,compliance_pct
DLIC,AFC,TVM,MONTHLY,20,16,4,1.2,80.0
DLIC,TELECOM,CCTV,MONTHLY,92,35,57,26.2,38.0
DLIC,TELECOM,CCTV,QUARTERLY,370,307,63,-24.2,83.0
DLIC,TELECOM,CLOCK,HALF YEARLY,2,1,1,-49.5,50.0
DLIC,TELECOM,CLOCK,MONTHLY,71,56,15,3.9,78.9
DLIC,TELECOM,CLOCK,QUARTERLY,68,60,8,-40.5,88.2
DLIC,TELECOM,EARTH PIT,QUARTERLY,8,4,4,-3.0,50.0
DLIC,TELECOM,EPABX,HALF YEARLY,3,3,0,-120.0,100.0
DLIC,TELECOM,EPABX,QUARTERLY,3,3,0,-21.7,100.0
DLIC,TELECOM,PAS/PIDS,HALF YEARLY,8,6,2,1.2,75.0
DLIC,TELECOM,PAS/PIDS,MONTHLY,1005,489,516,17.1,48.7
DLIC,TELECOM,PAS/PIDS,QUARTERLY,154,131,23,-21.9,85.1
DLIC,TELECOM,RADIO,MONTHLY,8,3,5,62.4,37.5
DLIC,TELECOM,SDH/MPLS,QUARTERLY,1,1,0,-57.0,100.0
DLIC,TELECOM,SMPS,HALF YEARLY,2,2,0,-56.0,100.0
DLIC,TELECOM,SMPS,MONTHLY,27,14,13,5.8,51.9
DLIC,TELECOM,UPS,MONTHLY,9,2,7,23.7,22.2
DLIG,AFC,AFC SWITCH,QUARTERLY,14,14,0,-53.1,100.0
DLIG,AFC,EFO,QUARTERLY,5,3,2,8.2,60.0
DLIG,AFC,GATE,MONTHLY,112,64,48,4.2,57.1
DLIG,AFC,RCTM,BI-WEEKLY,38,14,24,8.8,36.8
DLIG,AFC,RCTM,MONTHLY,24,7,17,4.7,29.2
DLIG,AFC,TOM,QUARTERLY,18,9,9,33.0,50.0
DLIG,AFC,TVM,BI-WEEKLY,268,112,156,7.0,41.8
DLIG,AFC,TVM,MONTHLY,151,47,104,5.6,31.1
DLIG,TELECOM,CCTV,HALF YEARLY,35,35,0,-0.3,100.0
DLIG,TELECOM,CCTV,QUARTERLY,108,40,68,52.5,37.0
DLIG,TELECOM,CLOCK,QUARTERLY,38,24,14,11.3,63.2
DLIG,TELECOM,EPABX,HALF YEARLY,1,1,0,-118.0,100.0
DLIG,TELECOM,EPABX,MONTHLY,8,6,2,3.4,75.0
DLIG,TELECOM,EPABX,QUARTERLY,5,5,0,-46.4,100.0
DLIG,TELECOM,PAS/PIDS,HALF YEARLY,16,16,0,-59.8,100.0
DLIG,TELECOM,PAS/PIDS,MONTHLY,8,2,6,26.9,25.0
DLIG,TELECOM,PAS/PIDS,QUARTERLY,325,190,135,7.8,58.5
DLIG,TELECOM,RADIO,MONTHLY,7,3,4,8.0,42.9
DLIG,TELECOM,SDH/MPLS,HALF YEARLY,1,1,0,-97.0,100.0
DLIG,TELECOM,SDH/MPLS,QUARTERLY,2,2,0,-34.5,100.0
DLIG,TELECOM,SMPS,HALF YEARLY,2,2,0,-48.0,100.0
DLIG,TELECOM,SMPS,MONTHLY,7,1,6,56.0,14.3
DLIG,TELECOM,SMPS,YEARLY,2,2,0,-260.0,100.0
DLIG,TELECOM,UPS,HALF YEARLY,3,3,0,-176.0,100.0
DLIG,TELECOM,UPS,MONTHLY,8,2,6,25.8,25.0
DLIG,TELECOM,UPS,YEARLY,1,1,0,-199.0,100.0
DM,AFC,AFC SWITCH,QUARTERLY,18,17,1,-42.2,94.4
DM,AFC,AVM,MONTHLY,30,10,20,55.2,33.3
DM,AFC,EC,HALF YEARLY,7,0,7,6.0,0.0
DM,AFC,EC,QUARTERLY,7,7,0,-32.0,100.0
DM,AFC,EFO,QUARTERLY,9,9,0,-29.7,100.0
DM,AFC,EMERGENCY SWITCH,MONTHLY,8,4,4,12.8,50.0
DM,AFC,GATE,MONTHLY,199,126,73,4.9,63.3
DM,AFC,SC,HALF YEARLY,1,0,1,6.0,0.0
DM,AFC,SWING BARRIER,MONTHLY,26,16,10,6.6,61.5
DM,AFC,TOM,QUARTERLY,19,19,0,-42.4,100.0
DM,AFC,TVM,BI-WEEKLY,73,53,20,11.8,72.6
DM,AFC,TVM,MONTHLY,52,48,4,-10.3,92.3
DM,IT,IT SWITCH,HALF YEARLY,2,0,2,6.0,0.0
DM,IT,IT SWITCH,QUARTERLY,4,2,2,-29.5,50.0
DM,TELECOM,CCTV,HALF YEARLY,91,91,0,-124.8,100.0
DM,TELECOM,CCTV,MONTHLY,5,0,5,27.2,0.0
DM,TELECOM,CCTV,QUARTERLY,252,156,96,-7.3,61.9
DM,TELECOM,CLOCK,QUARTERLY,85,66,19,-49.8,77.6
DM,TELECOM,EARTH PIT,QUARTERLY,2,1,1,-32.5,50.0
DM,TELECOM,EPABX,MONTHLY,20,16,4,7.8,80.0
DM,TELECOM,EPABX,QUARTERLY,5,4,1,-67.0,80.0
DM,TELECOM,PAS/PIDS,HALF YEARLY,2,2,0,-44.0,100.0
DM,TELECOM,PAS/PIDS,QUARTERLY,701,523,178,-48.7,74.6
DM,TELECOM,RADIO,MONTHLY,13,9,4,9.3,69.2
DM,TELECOM,SDH/MPLS,QUARTERLY,3,2,1,-49.3,66.7
DM,TELECOM,SMPS,MONTHLY,22,13,9,13.3,59.1
DM,TELECOM,TELE SWITCH,HALF YEARLY,2,0,2,6.0,0.0
DM,TELECOM,TER ROOM,MONTHLY,1,0,1,6.0,0.0
DM,TELECOM,UPS,MONTHLY,21,13,8,14.3,61.9
DMRCA,TELECOM,CLOCK,QUARTERLY,13,12,1,-57.0,92.3
DNBT,AFC,AFC ROUTER,QUARTERLY,5,3,2,-30.0,60.0
DNBT,AFC,AFC SWITCH,QUARTERLY,37,36,1,-38.5,97.3
DNBT,AFC,AVM,MONTHLY,64,40,24,0.2,62.5
DNBT,AFC,EC,HALF YEARLY,5,0,5,62.0,0.0
DNBT,AFC,EC,QUARTERLY,10,0,10,8.5,0.0
DNBT,AFC,EFO,QUARTERLY,12,12,0,-16.3,100.0
DNBT,AFC,EMERGENCY SWITCH,MONTHLY,14,8,6,6.3,57.1
DNBT,AFC,GATE,MONTHLY,256,168,88,0.9,65.6
DNBT,AFC,RCTM,BI-WEEKLY,56,36,20,4.4,64.3
DNBT,AFC,RCTM,MONTHLY,32,20,12,0.2,62.5
DNBT,AFC,SC,HALF YEARLY,2,2,0,-68.5,100.0
DNBT,AFC,SWING BARRIER,MONTHLY,30,20,10,2.3,66.7
DNBT,AFC,TOM,QUARTERLY,12,12,0,-16.3,100.0
DNBT,AFC,TVM,BI-WEEKLY,224,175,49,2.1,78.1
DNBT,AFC,TVM,MONTHLY,105,56,49,2.3,53.3
DNBT,TELECOM,CCTV,QUARTERLY,263,140,123,5.3,53.2
DNBT,TELECOM,CLOCK,HALF YEARLY,1,1,0,0.0,100.0
DNBT,TELECOM,CLOCK,QUARTERLY,21,8,13,36.0,38.1
DNBT,TELECOM,CLOCK,YEARLY,1,1,0,-365.0,100.0
DNBT,TELECOM,EPABX,HALF YEARLY,2,2,0,-103.0,100.0
DNBT,TELECOM,EPABX,MONTHLY,42,14,28,12.5,33.3
DNBT,TELECOM,EPABX,QUARTERLY,44,28,16,-3.0,63.6
DNBT,TELECOM,PAS/PIDS,HALF YEARLY,17,17,0,-57.8,100.0
DNBT,TELECOM,PAS/PIDS,MONTHLY,37,14,23,5.3,37.8
DNBT,TELECOM,PAS/PIDS,QUARTERLY,571,548,23,-37.5,96.0
DNBT,TELECOM,PEST CONTROL,MONTHLY,12,4,8,23.7,33.3
DNBT,TELECOM,RADIO,HALF YEARLY,4,2,2,-85.5,50.0
DNBT,TELECOM,RADIO,MONTHLY,21,8,13,12.5,38.1
DNBT,TELECOM,SDH/MPLS,HALF YEARLY,1,1,0,0.0,100.0
DNBT,TELECOM,SDH/MPLS,QUARTERLY,3,1,2,-2.3,33.3
DNBT,TELECOM,SMPS,HALF YEARLY,4,2,2,-33.5,50.0
DNBT,TELECOM,SMPS,MONTHLY,34,24,10,-1.5,70.6
DPCK,AFC,TIM,BI-WEEKLY,3,3,0,-3.0,100.0
DPCK,AFC,TIM,MONTHLY,3,3,0,-8.0,100.0
DSE,AFC,AFC ROUTER,QUARTERLY,2,1,1,-17.5,50.0
DSE,AFC,AFC SWITCH,QUARTERLY,3,1,2,0.3,33.3
DSE,AFC,AFC SWITCH,YEARLY,1,1,0,-347.0,100.0
DSE,AFC,AVM,MONTHLY,8,4,4,66.2,50.0
DSE,AFC,EC,HALF YEARLY,3,0,3,5.0,0.0
DSE,AFC,EC,QUARTERLY,5,2,3,-20.6,40.0
DSE,AFC,EFO,QUARTERLY,3,2,1,-38.0,66.7
DSE,AFC,EMERGENCY SWITCH,MONTHLY,2,1,1,38.5,50.0
DSE,AFC,GATE,MONTHLY,74,50,24,12.0,67.6
DSE,AFC,SWING BARRIER,MONTHLY,2,1,1,43.5,50.0
DSE,AFC,TOM,QUARTERLY,2,1,1,-12.0,50.0
DSE,AFC,TVM,BI-WEEKLY,69,36,33,8.8,52.2
DSE,AFC,TVM,MONTHLY,43,22,21,6.6,51.2
DSE,IT,IT SWITCH,QUARTERLY,3,1,2,-16.7,33.3
DSE,TELECOM,CCTV,QUARTERLY,59,3,56,27.8,5.1
DSE,TELECOM,CLOCK,QUARTERLY,62,51,11,-41.9,82.3
DSE,TELECOM,EARTH PIT,QUARTERLY,2,1,1,-26.0,50.0
DSE,TELECOM,EPABX,MONTHLY,28,16,12,4.0,57.1
DSE,TELECOM,EPABX,QUARTERLY,1,0,1,29.0,0.0
DSE,TELECOM,PAS/PIDS,HALF YEARLY,6,6,0,-75.0,100.0
DSE,TELECOM,PAS/PIDS,MONTHLY,1,0,1,109.0,0.0
DSE,TELECOM,PAS/PIDS,QUARTERLY,68,50,18,-35.5,73.5
DSE,TELECOM,RADIO,MONTHLY,10,5,5,7.1,50.0
DSE,TELECOM,SDH/MPLS,MONTHLY,1,0,1,136.0,0.0
DSE,TELECOM,SMPS,HALF YEARLY,2,0,2,4.0,0.0
DSE,TELECOM,SMPS,MONTHLY,19,11,8,11.3,57.9
DSE,TELECOM,TELE ROUTER,QUARTERLY,4,2,2,-11.5,50.0
DSE,TELECOM,TELE SWITCH,QUARTERLY,4,2,2,-14.5,50.0
DSE,TELECOM,TER ROOM,MONTHLY,1,0,1,8.0,0.0
DSE,TELECOM,UPS,MONTHLY,14,8,6,16.1,57.1
DSET,AFC,AFC ROUTER,QUARTERLY,1,0,1,19.0,0.0
DSET,AFC,AVM,MONTHLY,22,12,10,16.2,54.5
DSET,AFC,EC,QUARTERLY,4,3,1,-15.0,75.0
DSET,AFC,EMERGENCY SWITCH,MONTHLY,2,0,2,49.0,0.0
DSET,AFC,GATE,MONTHLY,66,30,36,16.2,45.5
DSET,AFC,SWING BARRIER,MONTHLY,8,5,3,-0.1,62.5
DSET,AFC,TOM,QUARTERLY,3,2,1,-2.7,66.7
DSET,AFC,TVM,BI-WEEKLY,51,36,15,11.2,70.6
DSET,AFC,TVM,MONTHLY,30,15,15,12.9,50.0
DSET,IT,IT SWITCH,QUARTERLY,1,0,1,19.0,0.0
DSET,TELECOM,CCTV,MONTHLY,8,4,4,1.5,50.0
DSET,TELECOM,CCTV,QUARTERLY,174,125,49,-28.8,71.8
DSET,TELECOM,CLOCK,QUARTERLY,34,26,8,-34.3,76.5
DSET,TELECOM,EPABX,MONTHLY,28,16,12,7.6,57.1
DSET,TELECOM,EPABX,QUARTERLY,4,3,1,-9.5,75.0
DSET,TELECOM,PAS/PIDS,QUARTERLY,284,123,161,-1.4,43.3
DSET,TELECOM,RADIO,MONTHLY,7,5,2,5.6,71.4
DSET,TELECOM,SDH/MPLS,QUARTERLY,1,1,0,-23.0,100.0
DSET,TELECOM,SMPS,MONTHLY,14,8,6,7.6,57.1
DSET,TELECOM,TELE ROUTER,QUARTERLY,4,2,2,22.0,50.0
DSET,TELECOM,TELE SWITCH,QUARTERLY,6,4,2,-15.3,66.7
DSET,TELECOM,UPS,HALF YEARLY,1,1,0,-180.0,100.0
DSET,TELECOM,UPS,MONTHLY,11,5,6,26.3,45.5
DSFN,AFC,AFC ROUTER,QUARTERLY,2,2,0,-29.5,100.0
DSFN,AFC,AFC SWITCH,QUARTERLY,5,5,0,-34.6,100.0
DSFN,AFC,AVM,MONTHLY,18,10,8,31.7,55.6
DSFN,AFC,EC,QUARTERLY,3,0,3,32.0,0.0
DSFN,AFC,EFO,QUARTERLY,3,2,1,-12.7,66.7
DSFN,AFC,EMERGENCY SWITCH,MONTHLY,2,0,2,59.5,0.0
DSFN,AFC,GATE,MONTHLY,81,54,27,-0.8,66.7
DSFN,AFC,RCTM,BI-WEEKLY,9,4,5,12.8,44.4
DSFN,AFC,RCTM,MONTHLY,6,3,3,50.7,50.0
DSFN,AFC,SC,HALF YEARLY,2,1,1,-53.0,50.0
DSFN,AFC,SWING BARRIER,MONTHLY,5,2,3,67.6,40.0
DSFN,AFC,TOM,QUARTERLY,14,13,1,-50.1,92.9
DSFN,AFC,TVM,BI-WEEKLY,67,40,27,16.3,59.7
DSFN,AFC,TVM,MONTHLY,38,31,7,17.1,81.6
DSFN,IT,IT SWITCH,QUARTERLY,2,0,2,32.0,0.0
DSFN,TELECOM,CCTV,HALF YEARLY,8,8,0,-179.0,100.0
DSFN,TELECOM,CCTV,MONTHLY,7,0,7,17.1,0.0
DSFN,TELECOM,CCTV,QUARTERLY,105,55,50,-30.1,52.4
DSFN,TELECOM,CLOCK,QUARTERLY,54,35,19,-46.1,64.8
DSFN,TELECOM,EARTH PIT,QUARTERLY,1,0,1,31.0,0.0
DSFN,TELECOM,EPABX,QUARTERLY,26,21,5,-17.2,80.8
DSFN,TELECOM,PAS/PIDS,QUARTERLY,258,73,185,5.6,28.3
DSFN,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,31.0,0.0
DSFN,TELECOM,SMPS,MONTHLY,20,8,12,19.0,40.0
DSFN,TELECOM,TELE ROUTER,QUARTERLY,2,0,2,31.0,0.0
DSFN,TELECOM,TELE SWITCH,QUARTERLY,2,0,2,32.0,0.0
DSFN,TELECOM,TER ROOM,MONTHLY,1,0,1,27.0,0.0
DSFN,TELECOM,UPS,HALF YEARLY,2,1,1,16.0,50.0
DSFN,TELECOM,UPS,MONTHLY,16,6,10,30.7,37.5
DSFN,TELECOM,UPS,YEARLY,2,2,0,-281.0,100.0
DSG,AFC,AFC SWITCH,QUARTERLY,9,4,5,22.3,44.4
DSG,AFC,AFC SWITCH,YEARLY,2,2,0,-343.0,100.0
DSG,AFC,AVM,MONTHLY,86,56,30,4.4,65.1
DSG,AFC,EC,HALF YEARLY,4,0,4,63.0,0.0
DSG,AFC,EC,QUARTERLY,19,12,7,-18.2,63.2
DSG,AFC,EFO,QUARTERLY,12,12,0,-27.0,100.0
DSG,AFC,EMERGENCY SWITCH,MONTHLY,6,0,6,50.0,0.0
DSG,AFC,GATE,MONTHLY,417,269,148,-2.2,64.5
DSG,AFC,SWING BARRIER,MONTHLY,30,20,10,3.2,66.7
DSG,AFC,TOM,QUARTERLY,20,12,8,-8.8,60.0
DSG,AFC,TVM,BI-WEEKLY,64,8,56,16.1,12.5
DSG,AFC,TVM,MONTHLY,25,12,13,43.5,48.0
DSG,TELECOM,CCTV,HALF YEARLY,43,43,0,-39.6,100.0
DSG,TELECOM,CCTV,QUARTERLY,143,89,54,1.7,62.2
DSG,TELECOM,CLOCK,QUARTERLY,75,44,31,-0.2,58.7
DSG,TELECOM,EARTH PIT,QUARTERLY,4,2,2,44.5,50.0
DSG,TELECOM,EPABX,MONTHLY,28,14,14,6.4,50.0
DSG,TELECOM,EPABX,QUARTERLY,9,5,4,70.7,55.6
DSG,TELECOM,PAS/PIDS,HALF YEARLY,10,4,6,21.4,40.0
DSG,TELECOM,PAS/PIDS,QUARTERLY,465,281,184,-11.3,60.4
DSG,TELECOM,PAS/PIDS,YEARLY,3,3,0,-365.0,100.0
DSG,TELECOM,RADIO,MONTHLY,10,2,8,19.1,20.0
DSG,TELECOM,SMPS,HALF YEARLY,9,7,2,-74.3,77.8
DSG,TELECOM,SMPS,MONTHLY,42,26,16,-5.5,61.9
DSG,TELECOM,TELE SWITCH,HALF YEARLY,2,0,2,86.0,0.0
DSG,TELECOM,TELE SWITCH,QUARTERLY,2,0,2,154.0,0.0
DSG,TELECOM,TELE SWITCH,YEARLY,2,2,0,-290.0,100.0
DSHP,AFC,AFC ROUTER,QUARTERLY,4,3,1,-32.8,75.0
DSHP,AFC,AFC SWITCH,QUARTERLY,16,11,5,-18.4,68.8
DSHP,AFC,AVM,MONTHLY,46,24,22,7.3,52.2
DSHP,AFC,EFO,QUARTERLY,9,7,2,-19.8,77.8
DSHP,AFC,GATE,MONTHLY,194,90,104,7.6,46.4
DSHP,AFC,RCTM,BI-WEEKLY,37,15,22,9.9,40.5
DSHP,AFC,RCTM,MONTHLY,20,12,8,12.4,60.0
DSHP,AFC,SC,HALF YEARLY,1,1,0,-62.0,100.0
DSHP,AFC,SWING BARRIER,MONTHLY,8,0,8,87.0,0.0
DSHP,AFC,TOM,QUARTERLY,8,5,3,-11.0,62.5
DSHP,AFC,TVM,BI-WEEKLY,185,81,104,9.1,43.8
DSHP,AFC,TVM,MONTHLY,88,51,37,14.0,58.0
DSHP,TELECOM,CCTV,QUARTERLY,279,97,182,16.6,34.8
DSHP,TELECOM,CLOCK,HALF YEARLY,1,0,1,11.0,0.0
DSHP,TELECOM,CLOCK,QUARTERLY,18,12,6,17.5,66.7
DSHP,TELECOM,EPABX,MONTHLY,42,17,25,76.0,40.5
DSHP,TELECOM,EPABX,QUARTERLY,15,11,4,1.5,73.3
DSHP,TELECOM,PAS/PIDS,HALF YEARLY,6,6,0,-89.5,100.0
DSHP,TELECOM,PAS/PIDS,MONTHLY,26,10,16,36.1,38.5
DSHP,TELECOM,PAS/PIDS,QUARTERLY,81,40,41,41.6,49.4
DSHP,TELECOM,PAS/PIDS,YEARLY,1,1,0,-365.0,100.0
DSHP,TELECOM,RADIO,MONTHLY,7,4,3,24.6,57.1
DSHP,TELECOM,SDH/MPLS,QUARTERLY,6,3,3,-28.3,50.0
DSHP,TELECOM,SMPS,MONTHLY,29,17,12,3.6,58.6
DSHP,TELECOM,UPS,HALF YEARLY,3,2,1,-91.0,66.7
DSHP,TELECOM,UPS,MONTHLY,3,1,2,56.0,33.3
DSN,AFC,AFC ROUTER,QUARTERLY,2,1,1,6.0,50.0
DSN,AFC,AFC SWITCH,QUARTERLY,4,2,2,4.5,50.0
DSN,AFC,AVM,MONTHLY,20,16,4,9.2,80.0
DSN,AFC,EC,QUARTERLY,6,5,1,-24.0,83.3
DSN,AFC,EFO,QUARTERLY,3,2,1,-8.7,66.7
DSN,AFC,EMERGENCY SWITCH,MONTHLY,3,1,2,21.7,33.3
DSN,AFC,GATE,MONTHLY,104,72,32,8.9,69.2
DSN,AFC,SWING BARRIER,MONTHLY,7,4,3,30.0,57.1
DSN,AFC,TOM,QUARTERLY,3,2,1,-8.7,66.7
DSN,AFC,TVM,BI-WEEKLY,80,44,36,11.3,55.0
DSN,AFC,TVM,MONTHLY,44,32,12,8.8,72.7
DSN,IT,IT SWITCH,QUARTERLY,2,0,2,19.0,0.0
DSN,TELECOM,CCTV,MONTHLY,8,4,4,34.0,50.0
DSN,TELECOM,CCTV,QUARTERLY,23,9,14,2.3,39.1
DSN,TELECOM,CLOCK,QUARTERLY,10,6,4,4.6,60.0
DSN,TELECOM,EPABX,HALF YEARLY,1,1,0,-180.0,100.0
DSN,TELECOM,EPABX,MONTHLY,18,8,10,19.3,44.4
DSN,TELECOM,PAS/PIDS,QUARTERLY,117,8,109,144.6,6.8
DSN,TELECOM,RADIO,MONTHLY,7,2,5,30.0,28.6
DSN,TELECOM,SMPS,MONTHLY,15,7,8,1.7,46.7
DSN,TELECOM,TELE ROUTER,QUARTERLY,2,0,2,113.0,0.0
DSN,TELECOM,TELE SWITCH,QUARTERLY,2,0,2,113.0,0.0
DST,AFC,AFC ROUTER,QUARTERLY,4,2,2,-1.8,50.0
DST,AFC,AFC SWITCH,QUARTERLY,12,7,5,-1.8,58.3
DST,AFC,AVM,MONTHLY,26,12,14,39.9,46.2
DST,AFC,EC,QUARTERLY,5,1,4,19.2,20.0
DST,AFC,EFO,QUARTERLY,7,6,1,-32.4,85.7
DST,AFC,EMERGENCY SWITCH,MONTHLY,6,3,3,27.8,50.0
DST,AFC,GATE,MONTHLY,160,80,80,15.9,50.0
DST,AFC,SWING BARRIER,MONTHLY,10,4,6,46.9,40.0
DST,AFC,TOM,QUARTERLY,5,5,0,-45.2,100.0
DST,AFC,TVM,BI-WEEKLY,84,54,30,16.2,64.3
DST,AFC,TVM,MONTHLY,51,36,15,-3.2,70.6
DST,IT,IT SWITCH,QUARTERLY,2,0,2,22.0,0.0
DST,TELECOM,CCTV,MONTHLY,4,4,0,-11.0,100.0
DST,TELECOM,CCTV,QUARTERLY,148,83,65,-9.4,56.1
DST,TELECOM,CLOCK,QUARTERLY,46,26,20,-27.7,56.5
DST,TELECOM,CLOCK,YEARLY,1,1,0,-365.0,100.0
DST,TELECOM,EPABX,MONTHLY,26,10,16,8.5,38.5
DST,TELECOM,EPABX,QUARTERLY,1,0,1,22.0,0.0
DST,TELECOM,PAS/PIDS,QUARTERLY,416,152,264,29.3,36.5
DST,TELECOM,RADIO,MONTHLY,11,4,7,85.1,36.4
DST,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,119.0,0.0
DST,TELECOM,SMPS,MONTHLY,21,15,6,-4.0,71.4
DST,TELECOM,TELE ROUTER,HALF YEARLY,2,2,0,-173.0,100.0
DST,TELECOM,TELE ROUTER,QUARTERLY,4,2,2,2.5,50.0
DST,TELECOM,TELE SWITCH,QUARTERLY,5,3,2,-16.0,60.0
DST,TELECOM,UPS,HALF YEARLY,4,3,1,-130.0,75.0
DST,TELECOM,UPS,MONTHLY,18,12,6,-0.3,66.7
DSTN,AFC,AFC ROUTER,QUARTERLY,2,1,1,-14.5,50.0
DSTN,AFC,AFC SWITCH,QUARTERLY,1,0,1,23.0,0.0
DSTN,AFC,AVM,MONTHLY,11,5,6,19.8,45.5
DSTN,AFC,EC,HALF YEARLY,2,2,0,-174.0,100.0
DSTN,AFC,EC,QUARTERLY,9,9,0,-39.1,100.0
DSTN,AFC,EFO,QUARTERLY,2,1,1,1.5,50.0
DSTN,AFC,EMERGENCY SWITCH,MONTHLY,2,1,1,47.0,50.0
DSTN,AFC,GATE,MONTHLY,60,30,30,20.3,50.0
DSTN,AFC,SWING BARRIER,MONTHLY,3,0,3,88.7,0.0
DSTN,AFC,TOM,QUARTERLY,4,3,1,-44.2,75.0
DSTN,AFC,TVM,BI-WEEKLY,57,33,24,6.6,57.9
DSTN,AFC,TVM,MONTHLY,36,27,9,2.6,75.0
DSTN,IT,IT SWITCH,QUARTERLY,5,4,1,-56.4,80.0
DSTN,TELECOM,CCTV,HALF YEARLY,26,26,0,-169.5,100.0
DSTN,TELECOM,CCTV,QUARTERLY,74,50,24,-36.4,67.6
DSTN,TELECOM,CLOCK,QUARTERLY,53,27,26,-24.9,50.9
DSTN,TELECOM,EARTH PIT,QUARTERLY,1,0,1,70.0,0.0
DSTN,TELECOM,EPABX,MONTHLY,36,18,18,11.1,50.0
DSTN,TELECOM,EPABX,QUARTERLY,1,0,1,116.0,0.0
DSTN,TELECOM,PAS/PIDS,HALF YEARLY,5,1,4,21.6,20.0
DSTN,TELECOM,PAS/PIDS,QUARTERLY,531,362,169,-34.5,68.2
DSTN,TELECOM,RADIO,MONTHLY,11,6,5,14.5,54.5
DSTN,TELECOM,RADIO,QUARTERLY,2,0,2,72.0,0.0
DSTN,TELECOM,SMPS,MONTHLY,16,8,8,5.0,50.0
DSTN,TELECOM,TELE ROUTER,QUARTERLY,2,0,2,93.0,0.0
DSTN,TELECOM,TELE SWITCH,QUARTERLY,2,0,2,93.0,0.0
DSTN,TELECOM,TER ROOM,MONTHLY,1,0,1,20.0,0.0
DSTN,TELECOM,UPS,HALF YEARLY,4,4,0,-180.0,100.0
DSTN,TELECOM,UPS,MONTHLY,14,7,7,7.0,50.0
DSTO,AFC,AFC ROUTER,QUARTERLY,2,1,1,9.0,50.0
DSTO,AFC,AFC SWITCH,QUARTERLY,8,4,4,9.0,50.0
DSTO,AFC,AVM,MONTHLY,54,19,35,22.6,35.2
DSTO,AFC,EC,QUARTERLY,9,4,5,19.4,44.4
DSTO,AFC,EFO,QUARTERLY,9,6,3,-38.0,66.7
DSTO,AFC,EMERGENCY SWITCH,MONTHLY,16,9,7,12.1,56.2
DSTO,AFC,GATE,MONTHLY,149,59,90,17.3,39.6
DSTO,AFC,SWING BARRIER,MONTHLY,10,3,7,67.3,30.0
DSTO,AFC,TOM,QUARTERLY,3,2,1,-38.0,66.7
DSTO,AFC,TVM,BI-WEEKLY,76,32,44,9.3,42.1
DSTO,AFC,TVM,MONTHLY,48,32,16,-0.7,66.7
DSTO,IT,IT SWITCH,QUARTERLY,1,0,1,17.0,0.0
DSTO,TELECOM,CCTV,MONTHLY,26,22,4,-10.2,84.6
DSTO,TELECOM,CCTV,QUARTERLY,184,81,103,-7.6,44.0
DSTO,TELECOM,CLOCK,QUARTERLY,51,30,21,-13.1,58.8
DSTO,TELECOM,EPABX,MONTHLY,33,12,21,24.5,36.4
DSTO,TELECOM,EPABX,QUARTERLY,39,23,16,-5.0,59.0
DSTO,TELECOM,PAS/PIDS,HALF YEARLY,4,4,0,-43.0,100.0
DSTO,TELECOM,PAS/PIDS,MONTHLY,4,0,4,150.0,0.0
DSTO,TELECOM,PAS/PIDS,QUARTERLY,162,57,105,54.1,35.2
DSTO,TELECOM,RADIO,MONTHLY,11,3,8,25.7,27.3
DSTO,TELECOM,SDH/MPLS,QUARTERLY,1,0,1,7.0,0.0
DSTO,TELECOM,SMPS,MONTHLY,19,11,8,-3.8,57.9
DSTO,TELECOM,TELE ROUTER,QUARTERLY,6,2,4,7.3,33.3
DSTO,TELECOM,TELE SWITCH,QUARTERLY,6,2,4,7.3,33.3
DSTO,TELECOM,TER ROOM,MONTHLY,1,0,1,9.0,0.0
DSW,AFC,AFC ROUTER,QUARTERLY,2,1,1,11.5,50.0
DSW,AFC,AFC SWITCH,QUARTERLY,4,2,2,28.0,50.0
DSW,AFC,AVM,MONTHLY,7,3,4,50.0,42.9
DSW,AFC,EC,QUARTERLY,8,4,4,-1.5,50.0
DSW,AFC,EFO,QUARTERLY,2,1,1,2.0,50.0
DSW,AFC,EMERGENCY SWITCH,MONTHLY,1,0,1,110.0,0.0
DSW,AFC,GATE,MONTHLY,63,21,42,20.6,33.3
DSW,AFC,SC,HALF YEARLY,1,0,1,5.0,0.0
DSW,AFC,SWING BARRIER,MONTHLY,2,1,1,48.5,50.0
DSW,AFC,TOM,QUARTERLY,2,1,1,2.0,50.0
DSW,AFC,TVM,BI-WEEKLY,59,32,27,9.1,54.2
DSW,AFC,TVM,MONTHLY,42,24,18,2.5,57.1
DSW,IT,IT SWITCH,HALF YEARLY,1,0,1,5.0,0.0
DSW,IT,IT SWITCH,QUARTERLY,1,0,1,67.0,0.0
DSW,TELECOM,CCTV,QUARTERLY,32,22,10,-9.5,68.8
DSW,TELECOM,CLOCK,QUARTERLY,16,16,0,-50.6,100.0
DSW,TELECOM,EARTH PIT,QUARTERLY,1,0,1,83.0,0.0
DSW,TELECOM,EPABX,MONTHLY,26,6,20,22.8,23.1
DSW,TELECOM,PAS/PIDS,HALF YEARLY,9,9,0,-180.0,100.0
DSW,TELECOM,PAS/PIDS,QUARTERLY,6,0,6,17.0,0.0
DSW,TELECOM,RADIO,MONTHLY,6,2,4,8.5,33.3
DSW,TELECOM,SMPS,MONTHLY,20,11,9,4.2,55.0
